"date","time","subject","blockcode","blocknum","trialcode","trialnum","values.primestim","values.targetstim","correct","latency","trial.prime_obama.totalpercentcorrect","trial.prime_trump.totalpercentcorrect"
"081218","09:01:02","523688081","test","2","prime_obama","42","4","35","0","593","65","52"
"081218","09:01:02","523688081","test","2","prime_trump","43","2","17","1","679","65","54"
"081218","09:01:02","523688081","test","2","prime_obama","44","2","66","1","714","66","54"
"081218","09:01:02","523688081","test","2","prime_obama","45","5","23","1","523","68","54"
"081218","09:01:02","523688081","test","2","prime_obama","46","1","22","1","612","69","54"
"081218","09:01:02","523688081","test","2","prime_trump","47","6","3","1","570","69","56"
"081218","09:01:02","523688081","test","2","prime_obama","48","3","69","1","624","70","56"
"081218","09:01:02","523688081","test","2","prime_obama","49","6","46","1","517","72","56"
"081218","09:01:02","523688081","test","2","prime_trump","50","5","52","0","621","72","54"
"081218","09:01:02","523688081","test","2","prime_obama","51","4","25","1","514","73","54"
"081218","09:01:02","523688081","test","2","prime_trump","52","3","67","1","603","73","56"
"081218","09:01:02","523688081","test","2","prime_trump","53","3","57","1","736","73","57"
"081218","09:01:02","523688081","test","2","prime_obama","54","3","14","1","608","74","57"
"081218","09:01:02","523688081","test","2","prime_obama","55","1","72","1","533","75","57"
"081218","09:01:02","523688081","test","2","prime_trump","56","2","48","1","654","75","59"
"081218","09:01:02","523688081","test","2","prime_trump","57","1","26","1","545","75","60"
"081218","09:01:02","523688081","test","2","prime_obama","58","2","12","1","633","75","60"
"081218","09:01:02","523688081","test","2","prime_obama","59","6","41","1","793","76","60"
"081218","09:01:02","523688081","test","2","prime_trump","60","5","20","1","1531","76","62"
"081218","09:01:02","523688081","test","2","prime_obama","61","5","32","1","636","77","62"
"081218","09:01:02","523688081","test","2","prime_trump","62","4","56","1","687","77","63"
"081218","09:01:02","523688081","test","2","prime_obama","63","2","27","1","561","78","63"
"081218","09:01:02","523688081","test","2","prime_obama","64","6","14","1","760","78","63"
"081218","09:01:02","523688081","test","2","prime_trump","65","6","30","1","696","78","64"
"081218","09:01:02","523688081","test","2","prime_trump","66","5","52","0","538","78","62"
