"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"062320","09:18:11","34283744","262832376","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","34","1","3691","0"
"062320","09:18:11","34283744","262832376","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4155","0"
"062320","14:19:29","683021420","662913085","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ed66b4716a53408d5cc7448","1","51234","0"
"062320","14:19:29","683021420","662913085","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","34","1","3125","0"
"062320","14:19:29","683021420","662913085","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","4877","0"
"062320","14:20:59","181462866","533952090","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ee0cfe5bbc0bb06a58e9984","1","23293","0"
"062320","14:20:59","181462866","533952090","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","23","1","3971","0"
"062320","14:20:59","181462866","533952090","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","4750","0"
"062320","14:21:13","798388720","59552071","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5d08c0f722302800197acf43","1","26212","0"
"062320","14:21:13","798388720","59552071","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","35","1","4002","0"
"062320","14:21:13","798388720","59552071","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","2544","0"
"062320","09:21:51","34283744","262832376","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ed76cdd8ec16e030e763b66","1","3949","0"
"062320","09:21:51","34283744","262832376","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","34","1","3934","0"
"062320","09:21:51","34283744","262832376","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4435","0"
"062320","09:20:15","713280754","84454678","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ea813d4e0e0f101dd2a67e4","1","91337","0"
