unique_id,experiment,age,gender,party,politics,AMP_domain,AMP_effect,IA_AMP_domain,IA_AMP_effect,influence_rate,influence_general
1_2671117,1,26,female,NA,NA,NA,NA,Generic valence,0.32,0.46,4
1_26406307,1,26,female,NA,NA,NA,NA,Generic valence,0.1,0,2
1_28512505,1,35,female,NA,NA,NA,NA,Generic valence,0.25,0.68,5
1_46903798,1,60,female,NA,NA,NA,NA,Generic valence,0.8,0.02,1
1_47894036,1,42,male,NA,NA,NA,NA,Generic valence,0.08,0,1
1_55027911,1,40,male,NA,NA,NA,NA,Generic valence,0.9,0.98,6
1_57535045,1,62,male,NA,NA,NA,NA,Generic valence,0.6,0.44,5
1_58343219,1,30,female,NA,NA,NA,NA,Generic valence,0.13,0,2
1_63553405,1,42,female,NA,NA,NA,NA,Generic valence,0,0.12,3
1_74695784,1,29,male,NA,NA,NA,NA,Generic valence,0.5,0.48,5
1_76679422,1,41,male,NA,NA,NA,NA,Generic valence,0.73,0.82,6
1_83203792,1,24,male,NA,NA,NA,NA,Generic valence,0.42,0.1,2
1_93379167,1,20,female,NA,NA,NA,NA,Generic valence,0.02,0,1
1_93431029,1,36,female,NA,NA,NA,NA,Generic valence,0.4,0.18,2
1_94734650,1,28,male,NA,NA,NA,NA,Generic valence,0.03,0.92,5
1_97873212,1,19,female,NA,NA,NA,NA,Generic valence,0.08,0.17,3
1_99082660,1,38,male,NA,NA,NA,NA,Generic valence,0.47,0.49,4
1_109411715,1,63,female,NA,NA,NA,NA,Generic valence,0.23,0.33,3
1_111493687,1,18,male,NA,NA,NA,NA,Generic valence,0.08,0.44,6
1_117743572,1,35,male,NA,NA,NA,NA,Generic valence,0.42,0.48,5
1_117942941,1,19,male,NA,NA,NA,NA,Generic valence,0.48,0.53,5
1_117989195,1,38,male,NA,NA,NA,NA,Generic valence,0.23,0.18,3
1_132510654,1,30,female,NA,NA,NA,NA,Generic valence,0.07,0.87,6
1_143003079,1,27,female,NA,NA,NA,NA,Generic valence,0.1,0.12,2
1_145145870,1,49,female,NA,NA,NA,NA,Generic valence,0.1,0,1
1_146376097,1,26,male,NA,NA,NA,NA,Generic valence,0.33,0.34,3
1_148697371,1,33,male,NA,NA,NA,NA,Generic valence,0.92,0.87,6
1_152984742,1,30,female,NA,NA,NA,NA,Generic valence,0.03,0,1
1_153454388,1,28,male,NA,NA,NA,NA,Generic valence,0.38,0.93,6
1_157371667,1,33,male,NA,NA,NA,NA,Generic valence,0.05,0,1
1_161885371,1,29,male,NA,NA,NA,NA,Generic valence,0.07,0,2
1_169676400,1,57,male,NA,NA,NA,NA,Generic valence,0.55,0,3
1_171191766,1,23,male,NA,NA,NA,NA,Generic valence,0.18,0.04,2
1_178057064,1,23,male,NA,NA,NA,NA,Generic valence,0.2,0.51,4
1_183137276,1,38,female,NA,NA,NA,NA,Generic valence,0.12,0.12,2
1_185997782,1,27,female,NA,NA,NA,NA,Generic valence,0.08,0.18,2
1_188996986,1,21,female,NA,NA,NA,NA,Generic valence,0.1,0.01,2
1_193735019,1,40,female,NA,NA,NA,NA,Generic valence,0.73,0.99,5
1_201733516,1,39,male,NA,NA,NA,NA,Generic valence,0.35,0.06,2
1_204120402,1,29,female,NA,NA,NA,NA,Generic valence,0.03,0.01,2
1_217588699,1,30,male,NA,NA,NA,NA,Generic valence,0.05,0,1
1_223366611,1,44,female,NA,NA,NA,NA,Generic valence,0.32,0.98,4
1_232396325,1,33,male,NA,NA,NA,NA,Generic valence,0.3,0.85,5
1_235085710,1,33,female,NA,NA,NA,NA,Generic valence,0.02,0.57,7
1_242688177,1,25,male,NA,NA,NA,NA,Generic valence,0.25,0.05,2
1_246956380,1,34,male,NA,NA,NA,NA,Generic valence,0.08,0.97,7
1_261248365,1,65,female,NA,NA,NA,NA,Generic valence,0.52,0.62,4
1_261349341,1,22,male,NA,NA,NA,NA,Generic valence,0.22,0.1,2
1_262445782,1,29,male,NA,NA,NA,NA,Generic valence,0.58,0.62,6
1_262843992,1,19,male,NA,NA,NA,NA,Generic valence,0.78,0.99,6
1_266719282,1,43,male,NA,NA,NA,NA,Generic valence,0.18,0,1
1_279160971,1,45,female,NA,NA,NA,NA,Generic valence,0.52,0.52,4
1_282821167,1,48,male,NA,NA,NA,NA,Generic valence,0,0,1
1_293786693,1,49,female,NA,NA,NA,NA,Generic valence,0.02,0.38,4
1_299902251,1,45,female,NA,NA,NA,NA,Generic valence,0,0,2
1_313555679,1,61,female,NA,NA,NA,NA,Generic valence,0.02,0,1
1_332000722,1,34,female,NA,NA,NA,NA,Generic valence,0,0,1
1_333926469,1,20,female,NA,NA,NA,NA,Generic valence,0.1,0.11,3
1_349829824,1,29,male,NA,NA,NA,NA,Generic valence,0.08,0,1
1_350559063,1,46,female,NA,NA,NA,NA,Generic valence,0.02,0.01,1
1_367876828,1,24,female,NA,NA,NA,NA,Generic valence,0.32,0.74,6
1_377619931,1,26,male,NA,NA,NA,NA,Generic valence,0.08,0,1
1_385189625,1,55,female,NA,NA,NA,NA,Generic valence,0.02,0,1
1_386883880,1,60,male,NA,NA,NA,NA,Generic valence,0.27,0.38,5
1_394903654,1,18,male,NA,NA,NA,NA,Generic valence,0.63,0.75,6
1_407826805,1,23,male,NA,NA,NA,NA,Generic valence,0.07,0.08,4
1_423794130,1,45,female,NA,NA,NA,NA,Generic valence,0.27,0.13,3
1_429354031,1,29,male,NA,NA,NA,NA,Generic valence,0.03,0.02,2
1_433913745,1,29,female,NA,NA,NA,NA,Generic valence,0.65,0.73,7
1_445294133,1,20,male,NA,NA,NA,NA,Generic valence,0.37,0.87,6
1_451071792,1,27,female,NA,NA,NA,NA,Generic valence,0.23,0.17,3
1_467624381,1,26,female,NA,NA,NA,NA,Generic valence,0.83,0.94,6
1_483064273,1,28,female,NA,NA,NA,NA,Generic valence,0.22,0.46,5
1_485464938,1,35,female,NA,NA,NA,NA,Generic valence,0.08,0.01,4
1_488167179,1,32,female,NA,NA,NA,NA,Generic valence,0.6,0.48,5
1_489270658,1,42,female,NA,NA,NA,NA,Generic valence,0.73,0.84,6
1_492324762,1,53,female,NA,NA,NA,NA,Generic valence,0.87,0.12,2
1_493020342,1,33,female,NA,NA,NA,NA,Generic valence,0.13,0.14,3
1_496840284,1,26,female,NA,NA,NA,NA,Generic valence,0.33,0.98,3
1_519369227,1,47,female,NA,NA,NA,NA,Generic valence,0.07,0.01,2
1_526328031,1,39,female,NA,NA,NA,NA,Generic valence,0.18,0.09,2
1_532616537,1,18,male,NA,NA,NA,NA,Generic valence,0.33,0.7,6
1_538746433,1,25,male,NA,NA,NA,NA,Generic valence,0.08,0.02,7
1_540518491,1,27,female,NA,NA,NA,NA,Generic valence,0.22,0.13,2
1_542521283,1,20,female,NA,NA,NA,NA,Generic valence,0.12,0.14,3
1_548104445,1,21,female,NA,NA,NA,NA,Generic valence,0.85,0.99,6
1_558262323,1,24,female,NA,NA,NA,NA,Generic valence,0.1,0.04,2
1_560873965,1,26,female,NA,NA,NA,NA,Generic valence,0.63,0.21,4
1_561569758,1,18,male,NA,NA,NA,NA,Generic valence,0.58,0.57,6
1_562010131,1,47,female,NA,NA,NA,NA,Generic valence,0.27,0.26,4
1_584800320,1,29,female,NA,NA,NA,NA,Generic valence,0.5,0.35,5
1_595598426,1,31,female,NA,NA,NA,NA,Generic valence,0.02,0.01,2
1_599341053,1,44,male,NA,NA,NA,NA,Generic valence,0.6,0.12,3
1_602920235,1,22,female,NA,NA,NA,NA,Generic valence,0.03,0.16,2
1_604742078,1,28,female,NA,NA,NA,NA,Generic valence,0.02,0,1
1_606586116,1,28,female,NA,NA,NA,NA,Generic valence,0.08,0.08,3
1_610671551,1,52,male,NA,NA,NA,NA,Generic valence,0,0.22,6
1_624910305,1,39,female,NA,NA,NA,NA,Generic valence,0.1,0,1
1_638642545,1,27,female,NA,NA,NA,NA,Generic valence,0.5,0.78,6
1_642361916,1,43,male,NA,NA,NA,NA,Generic valence,0.27,0.18,3
1_647643415,1,23,male,NA,NA,NA,NA,Generic valence,0.9,0.27,5
1_651264817,1,39,female,NA,NA,NA,NA,Generic valence,0.17,0.12,3
1_661377369,1,55,female,NA,NA,NA,NA,Generic valence,0.65,0.45,6
1_663686450,1,38,male,NA,NA,NA,NA,Generic valence,0.18,0.76,5
1_664202456,1,51,female,NA,NA,NA,NA,Generic valence,0.75,0.73,6
1_664300092,1,38,female,NA,NA,NA,NA,Generic valence,0.28,0.07,2
1_682413259,1,26,female,NA,NA,NA,NA,Generic valence,0.02,0.01,2
1_701662372,1,20,female,NA,NA,NA,NA,Generic valence,0.08,0.2,2
1_709744420,1,26,male,NA,NA,NA,NA,Generic valence,0,0.08,3
1_716811565,1,56,female,NA,NA,NA,NA,Generic valence,0,0.04,2
1_719033942,1,34,male,NA,NA,NA,NA,Generic valence,0.05,0.17,3
1_723749382,1,23,female,NA,NA,NA,NA,Generic valence,0.02,0.01,1
1_727604649,1,54,female,NA,NA,NA,NA,Generic valence,0.12,0,1
1_759994530,1,20,female,NA,NA,NA,NA,Generic valence,0.1,0,1
1_770554578,1,27,female,NA,NA,NA,NA,Generic valence,0.03,0,1
1_773925284,1,56,female,NA,NA,NA,NA,Generic valence,0.6,0.61,5
1_774232367,1,46,female,NA,NA,NA,NA,Generic valence,0.3,0.3,3
1_779884746,1,19,male,NA,NA,NA,NA,Generic valence,0.27,0.44,4
1_782065153,1,45,female,NA,NA,NA,NA,Generic valence,0.6,0.16,3
1_787416013,1,38,male,NA,NA,NA,NA,Generic valence,0.17,0,1
1_788990416,1,32,male,NA,NA,NA,NA,Generic valence,0.55,0.38,7
1_795809044,1,43,male,NA,NA,NA,NA,Generic valence,0.55,0.39,2
1_808130772,1,44,male,NA,NA,NA,NA,Generic valence,0.13,0,1
1_812337667,1,23,male,NA,NA,NA,NA,Generic valence,0.15,0.49,4
1_813025343,1,23,male,NA,NA,NA,NA,Generic valence,0.5,0.93,6
1_852060263,1,60,male,NA,NA,NA,NA,Generic valence,0.63,0.86,6
1_853519774,1,45,female,NA,NA,NA,NA,Generic valence,0.03,0.21,2
1_854655436,1,42,female,NA,NA,NA,NA,Generic valence,0.1,0.03,3
1_857321127,1,33,female,NA,NA,NA,NA,Generic valence,0.42,0.06,4
1_858718373,1,39,female,NA,NA,NA,NA,Generic valence,0.08,0.01,2
1_861803864,1,47,female,NA,NA,NA,NA,Generic valence,0.2,0.82,4
1_866780310,1,38,female,NA,NA,NA,NA,Generic valence,0.62,0.19,3
1_875173135,1,23,female,NA,NA,NA,NA,Generic valence,0.32,0.51,1
1_883659666,1,30,male,NA,NA,NA,NA,Generic valence,0.23,0.39,4
1_892409260,1,39,male,NA,NA,NA,NA,Generic valence,0.15,0.19,3
1_892474971,1,42,female,NA,NA,NA,NA,Generic valence,0.12,0.02,2
1_899768245,1,25,male,NA,NA,NA,NA,Generic valence,0.03,0,1
1_904270315,1,37,male,NA,NA,NA,NA,Generic valence,0.77,0.08,2
1_913685378,1,31,female,NA,NA,NA,NA,Generic valence,0.85,0.95,6
1_914788834,1,32,female,NA,NA,NA,NA,Generic valence,0.13,0.02,2
1_917102915,1,35,male,NA,NA,NA,NA,Generic valence,0.72,0.83,4
1_928614438,1,45,male,NA,NA,NA,NA,Generic valence,0.65,0.7,5
1_930039379,1,30,male,NA,NA,NA,NA,Generic valence,0.28,0.17,2
1_940387388,1,64,male,NA,NA,NA,NA,Generic valence,0.1,0,1
1_943848000,1,35,female,NA,NA,NA,NA,Generic valence,0.17,0.33,4
1_946067883,1,31,male,NA,NA,NA,NA,Generic valence,0.47,0.65,6
1_946767322,1,39,female,NA,NA,NA,NA,Generic valence,0.48,0,1
1_947750185,1,50,male,NA,NA,NA,NA,Generic valence,0.35,0.99,3
1_960162870,1,27,female,NA,NA,NA,NA,Generic valence,0.1,0.99,2
1_963962438,1,18,male,NA,NA,NA,NA,Generic valence,0.25,0.88,7
1_968375333,1,18,male,NA,NA,NA,NA,Generic valence,0.18,0.84,5
1_978113407,1,34,female,NA,NA,NA,NA,Generic valence,0.25,0.13,3
1_984715165,1,32,female,NA,NA,NA,NA,Generic valence,0.15,0.08,2
2_3545965,2,63,female,NA,NA,Generic valence,0.69,Generic valence,0.89,1,6
2_4760432,2,18,female,NA,NA,Generic valence,0.25,Generic valence,0.28,0.85,6
2_11515328,2,33,male,NA,NA,Generic valence,0.11,Generic valence,0.03,0.03,2
2_21664305,2,35,female,NA,NA,Generic valence,0.03,Generic valence,0.39,0.33,3
2_27172297,2,51,male,NA,NA,Generic valence,0.69,Generic valence,0.58,0.99,6
2_36970580,2,52,female,NA,NA,Generic valence,0.39,Generic valence,0.42,0.61,4
2_41432451,2,35,male,NA,NA,Generic valence,0.89,Generic valence,0.33,0.6,5
2_69320430,2,23,female,NA,NA,Generic valence,0.03,Generic valence,0.39,0.5,4
2_75924109,2,30,female,NA,NA,Generic valence,0.83,Generic valence,0.78,0.96,7
2_83854743,2,18,female,NA,NA,Generic valence,0.58,Generic valence,0.5,0.99,7
2_96935104,2,21,male,NA,NA,Generic valence,0.44,Generic valence,0.86,0.42,4
2_97904951,2,20,male,NA,NA,Generic valence,0.11,Generic valence,0.5,0.99,6
2_101262426,2,24,male,NA,NA,Generic valence,0.64,Generic valence,0.83,0.93,6
2_130397844,2,25,female,NA,NA,Generic valence,0.06,Generic valence,0.28,1,5
2_131526138,2,45,female,NA,NA,Generic valence,0.64,Generic valence,0.67,1,7
2_136022943,2,63,female,NA,NA,Generic valence,0.42,Generic valence,0.75,0.72,6
2_139843245,2,31,female,NA,NA,Generic valence,0.19,Generic valence,0.25,0,2
2_142189929,2,27,female,NA,NA,Generic valence,0.11,Generic valence,0.06,0.14,3
2_152762024,2,29,female,NA,NA,Generic valence,0.03,Generic valence,0.17,0.12,2
2_167375011,2,42,female,NA,NA,Generic valence,0.08,Generic valence,0,0,1
2_168637346,2,25,male,NA,NA,Generic valence,0,Generic valence,0.64,0.01,2
2_179416344,2,18,male,NA,NA,Generic valence,0.14,Generic valence,0.22,0.25,3
2_180201925,2,45,female,NA,NA,Generic valence,0.03,Generic valence,0.03,0,1
2_181289079,2,60,female,NA,NA,Generic valence,0.08,Generic valence,0.03,0.04,2
2_184299191,2,26,male,NA,NA,Generic valence,0.11,Generic valence,0.17,0.03,3
2_187488134,2,29,male,NA,NA,Generic valence,0.11,Generic valence,0.39,0.6,5
2_199910059,2,32,female,NA,NA,Generic valence,0.14,Generic valence,0.25,0.24,2
2_220026072,2,19,female,NA,NA,Generic valence,0.33,Generic valence,0.64,0.9,6
2_223027094,2,28,female,NA,NA,Generic valence,0,Generic valence,0,0,1
2_229097424,2,31,female,NA,NA,Generic valence,0.58,Generic valence,0.83,1,6
2_230717514,2,30,male,NA,NA,Generic valence,0.03,Generic valence,0.03,0.49,7
2_232955159,2,18,male,NA,NA,Generic valence,0.08,Generic valence,0,0.78,5
2_239069947,2,47,female,NA,NA,Generic valence,0.44,Generic valence,0.75,1,7
2_239892503,2,22,female,NA,NA,Generic valence,0.69,Generic valence,0.86,1,7
2_262081425,2,23,male,NA,NA,Generic valence,0.25,Generic valence,0.22,0.14,2
2_267973744,2,43,female,NA,NA,Generic valence,0.61,Generic valence,0.64,0.97,7
2_273905501,2,33,male,NA,NA,Generic valence,0.08,Generic valence,0.69,0.89,6
2_277834946,2,21,female,NA,NA,Generic valence,0.08,Generic valence,0.22,0.15,3
2_278848772,2,23,male,NA,NA,Generic valence,0.92,Generic valence,0.08,0.22,3
2_290998509,2,26,male,NA,NA,Generic valence,0.17,Generic valence,0.47,0.62,4
2_292953014,2,31,female,NA,NA,Generic valence,0.03,Generic valence,0.17,0.01,2
2_302702628,2,42,female,NA,NA,Generic valence,0.19,Generic valence,0.39,0.57,4
2_303658948,2,29,female,NA,NA,Generic valence,0.14,Generic valence,0.22,0.76,6
2_305914201,2,32,female,NA,NA,Generic valence,0.11,Generic valence,0.17,0.12,2
2_307860280,2,30,male,NA,NA,Generic valence,0.61,Generic valence,0.75,0.74,4
2_319433172,2,46,female,NA,NA,Generic valence,0.19,Generic valence,0.61,0.47,4
2_320805322,2,36,female,NA,NA,Generic valence,0.78,Generic valence,0.89,0.42,4
2_323856783,2,27,male,NA,NA,Generic valence,0.03,Generic valence,0.33,0.49,5
2_328485968,2,21,male,NA,NA,Generic valence,0.11,Generic valence,0.14,0.47,3
2_331448779,2,22,female,NA,NA,Generic valence,0.22,Generic valence,0,0.94,2
2_337066657,2,35,female,NA,NA,Generic valence,0.14,Generic valence,0.03,0,1
2_344033800,2,38,male,NA,NA,Generic valence,0.14,Generic valence,0.47,0.56,4
2_344603030,2,20,male,NA,NA,Generic valence,0.08,Generic valence,0.03,0,1
2_347479845,2,32,male,NA,NA,Generic valence,0.61,Generic valence,0.14,0.85,5
2_350301937,2,21,female,NA,NA,Generic valence,0.58,Generic valence,0.56,0,1
2_353533557,2,44,female,NA,NA,Generic valence,0.06,Generic valence,0.19,0,1
2_354547274,2,32,female,NA,NA,Generic valence,0.83,Generic valence,0.78,0.62,7
2_355139417,2,48,female,NA,NA,Generic valence,0.42,Generic valence,0.78,0.9,6
2_360735852,2,30,male,NA,NA,Generic valence,0.86,Generic valence,0.83,0.28,5
2_363470281,2,35,female,NA,NA,Generic valence,0.03,Generic valence,0.25,0.18,4
2_364261625,2,38,male,NA,NA,Generic valence,0.03,Generic valence,0.22,0.03,2
2_368594012,2,38,male,NA,NA,Generic valence,0.36,Generic valence,0.33,0.51,4
2_370651236,2,24,male,NA,NA,Generic valence,0.56,Generic valence,0.64,1,7
2_373367461,2,32,male,NA,NA,Generic valence,0.17,Generic valence,0.06,0.01,2
2_386635382,2,38,male,NA,NA,Generic valence,0.06,Generic valence,0.08,0,1
2_387783740,2,41,male,NA,NA,Generic valence,0.53,Generic valence,0.72,0.33,3
2_388421664,2,29,male,NA,NA,Generic valence,0.14,Generic valence,0.14,0.1,3
2_389217149,2,23,male,NA,NA,Generic valence,0.03,Generic valence,0.08,0.32,4
2_392174335,2,32,male,NA,NA,Generic valence,0.56,Generic valence,0.69,0.36,5
2_395053396,2,20,male,NA,NA,Generic valence,0.89,Generic valence,0.81,0.04,5
2_401033296,2,23,female,NA,NA,Generic valence,0.67,Generic valence,0.64,0.96,5
2_413147342,2,21,male,NA,NA,Generic valence,0.03,Generic valence,0.19,0,1
2_424435398,2,22,male,NA,NA,Generic valence,0.22,Generic valence,0.06,0.1,7
2_426804087,2,44,female,NA,NA,Generic valence,0.14,Generic valence,0.06,0,1
2_431792373,2,38,male,NA,NA,Generic valence,0.83,Generic valence,0.92,0.99,6
2_433960753,2,63,female,NA,NA,Generic valence,0,Generic valence,0.31,0.79,6
2_446624219,2,39,male,NA,NA,Generic valence,0.33,Generic valence,0.39,0.64,6
2_463882110,2,20,female,NA,NA,Generic valence,0.08,Generic valence,0.39,0.07,2
2_464142070,2,25,female,NA,NA,Generic valence,0.19,Generic valence,0.53,0.99,6
2_469341127,2,25,male,NA,NA,Generic valence,0.03,Generic valence,0.06,0.76,6
2_474334397,2,53,female,NA,NA,Generic valence,0.39,Generic valence,0.06,0.14,3
2_477795391,2,19,female,NA,NA,Generic valence,0.86,Generic valence,0.5,0.46,5
2_487741973,2,30,female,NA,NA,Generic valence,0.83,Generic valence,0.72,0.88,6
2_491513110,2,60,female,NA,NA,Generic valence,0.14,Generic valence,0.03,0,1
2_494116681,2,45,female,NA,NA,Generic valence,0.08,Generic valence,0.08,0,1
2_498350692,2,38,female,NA,NA,Generic valence,0.39,Generic valence,0.44,0.39,4
2_512852936,2,25,female,NA,NA,Generic valence,0.03,Generic valence,0.03,0.31,3
2_513345010,2,41,female,NA,NA,Generic valence,0.03,Generic valence,0.14,0,1
2_515307612,2,51,male,NA,NA,Generic valence,0.31,Generic valence,0.22,0.1,3
2_524847251,2,33,female,NA,NA,Generic valence,0.31,Generic valence,0.42,0.21,3
2_525193025,2,34,female,NA,NA,Generic valence,0.06,Generic valence,0.14,0.08,2
2_568258466,2,44,female,NA,NA,Generic valence,0.64,Generic valence,0.58,0.9,6
2_589498455,2,29,female,NA,NA,Generic valence,0.08,Generic valence,0.75,0.99,7
2_590008967,2,37,female,NA,NA,Generic valence,0.75,Generic valence,0.72,0.5,6
2_600769455,2,23,female,NA,NA,Generic valence,0.47,Generic valence,0.78,0.1,2
2_601113332,2,48,female,NA,NA,Generic valence,0.17,Generic valence,0.17,0,1
2_601178662,2,42,female,NA,NA,Generic valence,0,Generic valence,0,0.21,2
2_603072255,2,38,female,NA,NA,Generic valence,0.42,Generic valence,0.72,0.82,5
2_608020386,2,30,female,NA,NA,Generic valence,0.81,Generic valence,0.78,0.88,5
2_608526962,2,29,male,NA,NA,Generic valence,0.03,Generic valence,0.19,0,1
2_626816346,2,23,female,NA,NA,Generic valence,0.06,Generic valence,0.03,0.06,2
2_627533922,2,39,female,NA,NA,Generic valence,0.03,Generic valence,0.14,0.43,4
2_637784548,2,21,male,NA,NA,Generic valence,0,Generic valence,0.14,0,1
2_642571861,2,29,male,NA,NA,Generic valence,0.17,Generic valence,0.33,0.28,2
2_644857832,2,24,male,NA,NA,Generic valence,0.33,Generic valence,0.08,0.22,3
2_648546876,2,23,female,NA,NA,Generic valence,0.03,Generic valence,0.03,0.01,2
2_649949448,2,26,female,NA,NA,Generic valence,0.75,Generic valence,0.78,0.25,4
2_651077529,2,27,male,NA,NA,Generic valence,0.06,Generic valence,0.14,0.18,2
2_654107985,2,36,male,NA,NA,Generic valence,0,Generic valence,0.08,0,2
2_662593661,2,47,male,NA,NA,Generic valence,0.03,Generic valence,0.17,0,1
2_664958237,2,35,female,NA,NA,Generic valence,0.58,Generic valence,0.64,0.9,6
2_675958720,2,29,male,NA,NA,Generic valence,0,Generic valence,0.19,0.36,4
2_688527417,2,22,female,NA,NA,Generic valence,0.31,Generic valence,0.19,0.15,3
2_688557942,2,39,female,NA,NA,Generic valence,0.61,Generic valence,0.36,0.29,3
2_689198556,2,24,female,NA,NA,Generic valence,0.75,Generic valence,0.61,0.74,6
2_689281609,2,27,male,NA,NA,Generic valence,0.14,Generic valence,0.28,0,1
2_691114029,2,19,male,NA,NA,Generic valence,0.5,Generic valence,0.83,0.97,6
2_694193812,2,28,female,NA,NA,Generic valence,0.58,Generic valence,0.56,0.64,5
2_698612986,2,48,female,NA,NA,Generic valence,0.08,Generic valence,0.08,0.14,3
2_698994348,2,50,male,NA,NA,Generic valence,0,Generic valence,0.03,0.94,6
2_704053711,2,26,female,NA,NA,Generic valence,0.03,Generic valence,0.33,0.5,4
2_708502976,2,43,male,NA,NA,Generic valence,0.58,Generic valence,0.75,1,7
2_709057711,2,27,female,NA,NA,Generic valence,0.03,Generic valence,0.14,0.96,4
2_710030814,2,39,male,NA,NA,Generic valence,0.17,Generic valence,0.14,0.15,2
2_710850498,2,27,female,NA,NA,Generic valence,0.06,Generic valence,0.42,0.32,2
2_725161810,2,30,male,NA,NA,Generic valence,0.83,Generic valence,0.14,0.81,5
2_726957240,2,21,female,NA,NA,Generic valence,0.39,Generic valence,0.5,0.49,3
2_736176140,2,41,male,NA,NA,Generic valence,0.89,Generic valence,0.92,1,7
2_736272791,2,24,female,NA,NA,Generic valence,0.08,Generic valence,0.03,0.26,4
2_744186913,2,59,male,NA,NA,Generic valence,0.25,Generic valence,0.22,0,1
2_745230009,2,29,female,NA,NA,Generic valence,0.08,Generic valence,0.28,0.39,3
2_746338923,2,34,other,NA,NA,Generic valence,0,Generic valence,0,0,1
2_752626183,2,23,male,NA,NA,Generic valence,0.19,Generic valence,0.56,0.4,4
2_753948021,2,19,male,NA,NA,Generic valence,0.06,Generic valence,0.03,0.39,3
2_754556216,2,27,female,NA,NA,Generic valence,0.03,Generic valence,0.17,0.32,4
2_756267867,2,22,male,NA,NA,Generic valence,0,Generic valence,0.03,0.51,5
2_765338899,2,47,female,NA,NA,Generic valence,0.94,Generic valence,0.92,0.03,2
2_773202440,2,42,male,NA,NA,Generic valence,0.72,Generic valence,0.86,0.99,6
2_778083163,2,29,female,NA,NA,Generic valence,0.14,Generic valence,0.03,0.22,3
2_787311848,2,35,female,NA,NA,Generic valence,0.58,Generic valence,0.58,0.61,5
2_791742299,2,38,female,NA,NA,Generic valence,0.11,Generic valence,0.28,0.1,2
2_795100721,2,19,male,NA,NA,Generic valence,0.17,Generic valence,0.42,0.71,5
2_795481488,2,18,male,NA,NA,Generic valence,0.03,Generic valence,0.11,0.17,3
2_795643111,2,27,male,NA,NA,Generic valence,0,Generic valence,0.67,0.82,5
2_809437455,2,51,female,NA,NA,Generic valence,0.36,Generic valence,0.75,0.99,6
2_822831156,2,38,male,NA,NA,Generic valence,0.08,Generic valence,0.03,0.1,2
2_824618497,2,64,male,NA,NA,Generic valence,0.56,Generic valence,0.78,1,7
2_840036172,2,26,male,NA,NA,Generic valence,0,Generic valence,0.03,0.81,7
2_841910949,2,37,female,NA,NA,Generic valence,0.5,Generic valence,0.56,0.64,5
2_842029900,2,26,male,NA,NA,Generic valence,0.89,Generic valence,0.86,0.1,3
2_854556011,2,38,female,NA,NA,Generic valence,0.78,Generic valence,0.86,0,2
2_859270916,2,22,male,NA,NA,Generic valence,0.25,Generic valence,0.47,0.36,4
2_859570573,2,32,female,NA,NA,Generic valence,0.28,Generic valence,0.25,0.03,3
2_860183763,2,22,female,NA,NA,Generic valence,0.83,Generic valence,0.86,0.94,6
2_864076786,2,27,female,NA,NA,Generic valence,0.89,Generic valence,0.81,0.76,6
2_866046103,2,47,female,NA,NA,Generic valence,0.14,Generic valence,0.03,0.12,3
2_866309533,2,30,female,NA,NA,Generic valence,0.06,Generic valence,0.22,0.07,2
2_873505925,2,53,male,NA,NA,Generic valence,0,Generic valence,0.08,0.03,2
2_875576921,2,36,female,NA,NA,Generic valence,0.17,Generic valence,0.42,0.28,2
2_884698043,2,43,female,NA,NA,Generic valence,0.58,Generic valence,0.56,1,2
2_893359853,2,49,female,NA,NA,Generic valence,0.03,Generic valence,0,0,1
2_897769045,2,27,female,NA,NA,Generic valence,0.72,Generic valence,0.33,0.32,3
2_910044066,2,31,male,NA,NA,Generic valence,0.06,Generic valence,0.11,0,2
2_912834396,2,50,male,NA,NA,Generic valence,0.25,Generic valence,0.25,0.04,2
2_924175746,2,46,female,NA,NA,Generic valence,0.14,Generic valence,0,0,1
2_925284293,2,60,female,NA,NA,Generic valence,0.19,Generic valence,0.39,0.99,4
2_932810171,2,31,male,NA,NA,Generic valence,0,Generic valence,0.17,0,1
2_934611708,2,19,female,NA,NA,Generic valence,0.72,Generic valence,0.67,0.18,2
2_948175176,2,29,female,NA,NA,Generic valence,0.53,Generic valence,0.53,0.26,3
2_952261778,2,35,female,NA,NA,Generic valence,0.17,Generic valence,0.08,0.01,2
2_954933050,2,27,female,NA,NA,Generic valence,0.17,Generic valence,0.03,0.08,2
2_960339179,2,63,female,NA,NA,Generic valence,0,Generic valence,0,0.01,2
2_963711838,2,40,male,NA,NA,Generic valence,0,Generic valence,0.08,0.06,2
2_979149277,2,59,female,NA,NA,Generic valence,0.14,Generic valence,0.22,0.03,2
2_983004851,2,53,male,NA,NA,Generic valence,0.28,Generic valence,0.03,0,1
2_984361772,2,22,female,NA,NA,Generic valence,0.67,Generic valence,0.03,0.93,6
3_4793598,3,26,female,democrat,somewhat democratic,Politics,0.31,Generic valence,0.06,0.01,2
3_14993216,3,21,male,democrat,somewhat democratic,Politics,0.11,Generic valence,0.11,0.29,4
3_23704276,3,19,female,democrat,very democratic,Politics,0.25,Generic valence,0.33,0.22,3
3_24223154,3,23,female,democrat,very democratic,Politics,0.14,Generic valence,0.14,0.15,3
3_35252637,3,26,male,democrat,very democratic,Politics,0,Generic valence,0,0,3
3_36800426,3,53,female,democrat,very democratic,Politics,0.06,Generic valence,0.03,0.26,3
