unique_id,experiment,age,gender,party,politics,AMP_domain,AMP_effect,IA_AMP_domain,IA_AMP_effect,influence_rate,influence_general,IA_AMP_uninfluenced_effect,IA_AMP_influenced_effect
2_188996986,2,21,female,NA,NA,NA,NA,Valence,-0.1,0.01,2,0.11,NA
2_201733516,2,39,male,NA,NA,NA,NA,Valence,0.35,0.06,2,-0.28,NA
2_204120402,2,29,female,NA,NA,NA,NA,Valence,0.03,0.01,2,-0.02,NA
2_217588699,2,30,male,NA,NA,NA,NA,Valence,-0.05,0,1,0.05,NA
2_223366611,2,44,female,NA,NA,NA,NA,Valence,0.32,0.98,4,-1,-0.3
2_232396325,2,33,male,NA,NA,NA,NA,Valence,0.3,0.85,5,0.33,-0.41
2_235085710,2,33,female,NA,NA,NA,NA,Valence,0.02,0.57,7,-0.01,-0.02
2_242688177,2,25,male,NA,NA,NA,NA,Valence,0.25,0.05,2,-0.21,-1
2_246956380,2,34,male,NA,NA,NA,NA,Valence,-0.08,0.97,7,-0.5,0.1
2_261248365,2,65,female,NA,NA,NA,NA,Valence,0.52,0.62,4,-0.04,-0.8
2_261349341,2,22,male,NA,NA,NA,NA,Valence,0.22,0.1,2,-0.13,-1
2_262445782,2,29,male,NA,NA,NA,NA,Valence,0.58,0.62,6,-0.13,-0.86
2_266719282,2,43,male,NA,NA,NA,NA,Valence,0.18,0,1,-0.18,NA
2_279160971,2,45,female,NA,NA,NA,NA,Valence,0.52,0.52,4,0,-0.97
2_282821167,2,48,male,NA,NA,NA,NA,Valence,0,0,1,0,NA
2_293786693,2,49,female,NA,NA,NA,NA,Valence,-0.02,0.38,4,0,0.53
2_299902251,2,45,female,NA,NA,NA,NA,Valence,0,0,2,0,NA
2_313555679,2,61,female,NA,NA,NA,NA,Valence,-0.02,0,1,0.02,NA
2_332000722,2,34,female,NA,NA,NA,NA,Valence,0,0,1,0,NA
2_333926469,2,20,female,NA,NA,NA,NA,Valence,0.1,0.11,3,0.01,-1
2_349829824,2,29,male,NA,NA,NA,NA,Valence,-0.08,0,1,0.08,NA
2_350559063,2,46,female,NA,NA,NA,NA,Valence,-0.02,0.01,1,0.02,NA
2_367876828,2,24,female,NA,NA,NA,NA,Valence,0.32,0.74,6,-0.12,-0.4
2_377619931,2,26,male,NA,NA,NA,NA,Valence,0.08,0,1,-0.08,NA
2_385189625,2,55,female,NA,NA,NA,NA,Valence,-0.02,0,1,0.02,NA
2_386883880,2,60,male,NA,NA,NA,NA,Valence,0.27,0.38,5,-0.05,-0.6
2_394903654,2,18,male,NA,NA,NA,NA,Valence,0.63,0.75,6,-0.38,-0.71
2_407826805,2,23,male,NA,NA,NA,NA,Valence,0.07,0.08,4,-0.04,-0.4
2_423794130,2,45,female,NA,NA,NA,NA,Valence,0.27,0.13,3,0,NA
2_429354031,2,29,male,NA,NA,NA,NA,Valence,0.03,0.02,2,-0.01,-1
2_433913745,2,29,female,NA,NA,NA,NA,Valence,0.65,0.73,7,-0.56,-0.69
2_445294133,2,20,male,NA,NA,NA,NA,Valence,0.37,0.87,6,0,-0.42
2_451071792,2,27,female,NA,NA,NA,NA,Valence,0.23,0.17,3,-0.08,-0.89
2_467624381,2,26,female,NA,NA,NA,NA,Valence,0.83,0.94,6,-0.5,-0.86
2_483064273,2,28,female,NA,NA,NA,NA,Valence,0.22,0.46,5,-0.04,-0.41
2_485464938,2,35,female,NA,NA,NA,NA,Valence,-0.08,0.01,4,0.07,NA
2_488167179,2,32,female,NA,NA,NA,NA,Valence,0.6,0.48,5,-0.68,-0.51
2_489270658,2,42,female,NA,NA,NA,NA,Valence,0.73,0.84,6,-0.76,-0.72
2_492324762,2,53,female,NA,NA,NA,NA,Valence,0.87,0.12,2,-0.89,-0.71
2_493020342,2,33,female,NA,NA,NA,NA,Valence,0.13,0.14,3,0.03,-0.83
2_519369227,2,47,female,NA,NA,NA,NA,Valence,-0.07,0.01,2,0.08,NA
2_526328031,2,39,female,NA,NA,NA,NA,Valence,0.18,0.09,2,-0.09,-1
2_532616537,2,18,male,NA,NA,NA,NA,Valence,0.33,0.7,6,-0.13,-0.4
2_538746433,2,25,male,NA,NA,NA,NA,Valence,-0.08,0.02,7,0.09,-0.5
2_540518491,2,27,female,NA,NA,NA,NA,Valence,0.22,0.13,2,-0.1,-1
2_542521283,2,20,female,NA,NA,NA,NA,Valence,0.12,0.14,3,0.03,0
2_558262323,2,24,female,NA,NA,NA,NA,Valence,0.1,0.04,2,-0.05,NA
2_560873965,2,26,female,NA,NA,NA,NA,Valence,0.63,0.21,4,-0.54,-0.9
2_561569758,2,18,male,NA,NA,NA,NA,Valence,0.58,0.57,6,-0.03,-1
2_562010131,2,47,female,NA,NA,NA,NA,Valence,0.27,0.26,4,-0.07,-0.91
2_584800320,2,29,female,NA,NA,NA,NA,Valence,0.5,0.35,5,-0.23,-1
2_595598426,2,31,female,NA,NA,NA,NA,Valence,0.02,0.01,2,-0,NA
2_599341053,2,44,male,NA,NA,NA,NA,Valence,0.6,0.12,3,-0.53,-1
2_602920235,2,22,female,NA,NA,NA,NA,Valence,0.03,0.16,2,0.07,-0.58
2_604742078,2,28,female,NA,NA,NA,NA,Valence,-0.02,0,1,0.02,NA
2_606586116,2,28,female,NA,NA,NA,NA,Valence,0.08,0.08,3,0,NA
2_610671551,2,52,male,NA,NA,NA,NA,Valence,0,0.22,6,0,NA
2_624910305,2,39,female,NA,NA,NA,NA,Valence,0.1,0,1,-0.1,NA
2_638642545,2,27,female,NA,NA,NA,NA,Valence,0.5,0.78,6,0.11,-0.75
2_642361916,2,43,male,NA,NA,NA,NA,Valence,0.27,0.18,3,-0.12,-0.92
2_647643415,2,23,male,NA,NA,NA,NA,Valence,0.9,0.27,5,-0.95,-0.77
2_651264817,2,39,female,NA,NA,NA,NA,Valence,0.17,0.12,3,-0,-1
2_661377369,2,55,female,NA,NA,NA,NA,Valence,0.65,0.45,6,-0.53,-0.8
2_663686450,2,38,male,NA,NA,NA,NA,Valence,0.18,0.76,5,-0.12,-0.22
2_664202456,2,51,female,NA,NA,NA,NA,Valence,0.75,0.73,6,-0.17,-0.9
2_664300092,2,38,female,NA,NA,NA,NA,Valence,0.28,0.07,2,-0.2,NA
2_682413259,2,26,female,NA,NA,NA,NA,Valence,-0.02,0.01,2,0,NA
2_701662372,2,20,female,NA,NA,NA,NA,Valence,0.08,0.2,2,0.08,-0.93
2_709744420,2,26,male,NA,NA,NA,NA,Valence,0,0.08,3,0.08,-1
2_716811565,2,56,female,NA,NA,NA,NA,Valence,0,0.04,2,0.02,-0.67
2_719033942,2,34,male,NA,NA,NA,NA,Valence,0.05,0.17,3,0.14,-0.92
2_723749382,2,23,female,NA,NA,NA,NA,Valence,0.02,0.01,1,0,NA
2_727604649,2,54,female,NA,NA,NA,NA,Valence,-0.12,0,1,0.12,NA
2_759994530,2,20,female,NA,NA,NA,NA,Valence,-0.1,0,1,0.1,NA
2_770554578,2,27,female,NA,NA,NA,NA,Valence,0.03,0,1,-0.03,NA
2_773925284,2,56,female,NA,NA,NA,NA,Valence,0.6,0.61,5,-0.12,-0.92
2_774232367,2,46,female,NA,NA,NA,NA,Valence,0.3,0.3,3,-0.03,-0.89
2_779884746,2,19,male,NA,NA,NA,NA,Valence,0.27,0.44,4,0.1,-0.73
2_782065153,2,45,female,NA,NA,NA,NA,Valence,0.6,0.16,3,-0.57,-0.79
2_787416013,2,38,male,NA,NA,NA,NA,Valence,0.17,0,1,-0.17,NA
2_788990416,2,32,male,NA,NA,NA,NA,Valence,0.55,0.38,7,-0.52,-0.6
2_795809044,2,43,male,NA,NA,NA,NA,Valence,0.55,0.39,2,-0.72,-0.28
2_808130772,2,44,male,NA,NA,NA,NA,Valence,-0.13,0,1,0.13,NA
2_812337667,2,23,male,NA,NA,NA,NA,Valence,0.15,0.49,4,-0.11,-0.19
2_813025343,2,23,male,NA,NA,NA,NA,Valence,0.5,0.93,6,-0.5,-0.46
2_852060263,2,60,male,NA,NA,NA,NA,Valence,0.63,0.86,6,0.17,-0.7
2_853519774,2,45,female,NA,NA,NA,NA,Valence,0.03,0.21,2,0.21,-0.95
2_854655436,2,42,female,NA,NA,NA,NA,Valence,-0.1,0.03,3,0.12,0
2_857321127,2,33,female,NA,NA,NA,NA,Valence,0.42,0.06,4,-0.43,-0.08
2_858718373,2,39,female,NA,NA,NA,NA,Valence,-0.08,0.01,2,0.09,NA
2_861803864,2,47,female,NA,NA,NA,NA,Valence,0.2,0.82,4,0.12,-0.27
2_866780310,2,38,female,NA,NA,NA,NA,Valence,0.62,0.19,3,-0.55,-0.82
2_875173135,2,23,female,NA,NA,NA,NA,Valence,0.32,0.51,1,0.19,-0.8
2_883659666,2,30,male,NA,NA,NA,NA,Valence,0.23,0.39,4,0.17,-0.87
2_892409260,2,39,male,NA,NA,NA,NA,Valence,0.15,0.19,3,0.04,-0.5
2_892474971,2,42,female,NA,NA,NA,NA,Valence,0.12,0.02,2,-0.11,NA
2_899768245,2,25,male,NA,NA,NA,NA,Valence,0.03,0,1,-0.03,NA
2_904270315,2,37,male,NA,NA,NA,NA,Valence,0.77,0.08,2,-0.76,-0.5
2_913685378,2,31,female,NA,NA,NA,NA,Valence,0.85,0.95,6,-1,-0.84
2_914788834,2,32,female,NA,NA,NA,NA,Valence,0.13,0.02,2,-0.12,NA
2_917102915,2,35,male,NA,NA,NA,NA,Valence,0.72,0.83,4,-0.8,-0.7
2_928614438,2,45,male,NA,NA,NA,NA,Valence,0.65,0.7,5,0.03,-0.98
2_930039379,2,30,male,NA,NA,NA,NA,Valence,0.28,0.17,2,-0.11,-1
2_940387388,2,64,male,NA,NA,NA,NA,Valence,-0.1,0,1,0.1,NA
2_943848000,2,35,female,NA,NA,NA,NA,Valence,0.17,0.33,4,0.14,-0.84
2_946067883,2,31,male,NA,NA,NA,NA,Valence,0.47,0.65,6,0.21,-0.78
2_946767322,2,39,female,NA,NA,NA,NA,Valence,0.48,0,1,-0.48,NA
2_963962438,2,18,male,NA,NA,NA,NA,Valence,0.25,0.88,7,-0.46,-0.21
2_968375333,2,18,male,NA,NA,NA,NA,Valence,0.18,0.84,5,-0.28,-0.17
2_978113407,2,34,female,NA,NA,NA,NA,Valence,0.25,0.13,3,-0.12,-0.92
2_984715165,2,32,female,NA,NA,NA,NA,Valence,-0.15,0.08,2,0.28,-1
3_3545965,3,63,female,NA,NA,Valence,0.69,Valence,0.89,1,6,NA,-0.89
3_4760432,3,18,female,NA,NA,Valence,0.25,Valence,0.28,0.85,6,-0.71,-0.2
3_11515328,3,33,male,NA,NA,Valence,0.11,Valence,0.03,0.03,2,-0,NA
3_21664305,3,35,female,NA,NA,Valence,0.03,Valence,0.39,0.33,3,-0.17,-0.56
3_27172297,3,51,male,NA,NA,Valence,0.69,Valence,0.58,0.99,6,NA,-0.58
3_36970580,3,52,female,NA,NA,Valence,0.39,Valence,0.42,0.61,4,-0.23,-0.57
3_41432451,3,35,male,NA,NA,Valence,0.89,Valence,0.33,0.6,5,0.43,-0.85
3_69320430,3,23,female,NA,NA,Valence,0.03,Valence,0.39,0.5,4,0.04,-0.93
3_75924109,3,30,female,NA,NA,Valence,0.83,Valence,0.78,0.96,7,NA,-0.85
3_83854743,3,18,female,NA,NA,Valence,0.58,Valence,0.5,0.99,7,NA,-0.52
3_96935104,3,21,male,NA,NA,Valence,0.44,Valence,0.86,0.42,4,-0.86,-0.85
3_97904951,3,20,male,NA,NA,Valence,-0.11,Valence,0.5,0.99,6,NA,-0.52
3_101262426,3,24,male,NA,NA,Valence,0.64,Valence,0.83,0.93,6,-0.5,-0.88
3_130397844,3,25,female,NA,NA,Valence,0.06,Valence,0.28,1,5,NA,-0.28
3_131526138,3,45,female,NA,NA,Valence,0.64,Valence,0.67,1,7,NA,-0.67
3_136022943,3,63,female,NA,NA,Valence,0.42,Valence,0.75,0.72,6,-0.21,-0.96
3_139843245,3,31,female,NA,NA,Valence,0.19,Valence,0.25,0,2,-0.25,NA
3_142189929,3,27,female,NA,NA,Valence,-0.11,Valence,-0.06,0.14,3,0.13,-0.4
3_152762024,3,29,female,NA,NA,Valence,-0.03,Valence,0.17,0.12,2,-0.03,-1
3_167375011,3,42,female,NA,NA,Valence,0.08,Valence,0,0,1,0,NA
3_168637346,3,25,male,NA,NA,Valence,0,Valence,-0.64,0.01,2,0.63,NA
3_179416344,3,18,male,NA,NA,Valence,0.14,Valence,0.22,0.25,3,0.06,-0.91
3_180201925,3,45,female,NA,NA,Valence,0.03,Valence,0.03,0,1,-0.03,NA
3_181289079,3,60,female,NA,NA,Valence,-0.08,Valence,-0.03,0.04,2,0.08,-1
3_184299191,3,26,male,NA,NA,Valence,0.11,Valence,0.17,0.03,3,-0.15,NA
3_187488134,3,29,male,NA,NA,Valence,0.11,Valence,0.39,0.6,5,-0.18,-0.51
3_199910059,3,32,female,NA,NA,Valence,-0.14,Valence,0.25,0.24,2,-0.05,-0.88
3_220026072,3,19,female,NA,NA,Valence,0.33,Valence,0.64,0.9,6,-0.1,-0.7
3_223027094,3,28,female,NA,NA,Valence,0,Valence,0,0,1,0,NA
3_229097424,3,31,female,NA,NA,Valence,0.58,Valence,0.83,1,6,NA,-0.83
3_230717514,3,30,male,NA,NA,Valence,0.03,Valence,-0.03,0.49,7,0.15,-0.08
3_232955159,3,18,male,NA,NA,Valence,-0.08,Valence,0,0.78,5,-0.06,0.03
3_239069947,3,47,female,NA,NA,Valence,0.44,Valence,0.75,1,7,NA,-0.75
3_239892503,3,22,female,NA,NA,Valence,0.69,Valence,0.86,1,7,NA,-0.86
3_262081425,3,23,male,NA,NA,Valence,-0.25,Valence,0.22,0.14,2,-0.11,-0.67
3_267973744,3,43,female,NA,NA,Valence,0.61,Valence,0.64,0.97,7,0,-0.66
3_273905501,3,33,male,NA,NA,Valence,0.08,Valence,0.69,0.89,6,0.47,-0.84
3_277834946,3,21,female,NA,NA,Valence,0.08,Valence,0.22,0.15,3,-0.14,-0.86
3_278848772,3,23,male,NA,NA,Valence,0.92,Valence,-0.08,0.22,3,0.36,-0.86
3_290998509,3,26,male,NA,NA,Valence,-0.17,Valence,0.47,0.62,4,0.02,-0.75
3_292953014,3,31,female,NA,NA,Valence,0.03,Valence,-0.17,0.01,2,0.19,NA
3_302702628,3,42,female,NA,NA,Valence,0.19,Valence,0.39,0.57,4,-0,-0.68
3_303658948,3,29,female,NA,NA,Valence,0.14,Valence,0.22,0.76,6,0.01,-0.31
3_305914201,3,32,female,NA,NA,Valence,0.11,Valence,0.17,0.12,2,-0.07,-0.75
3_307860280,3,30,male,NA,NA,Valence,0.61,Valence,0.75,0.74,4,-0.69,-0.76
3_319433172,3,46,female,NA,NA,Valence,0.19,Valence,0.61,0.47,4,-0.21,-0.78
3_320805322,3,36,female,NA,NA,Valence,0.78,Valence,0.89,0.42,4,-0.82,-0.95
3_323856783,3,27,male,NA,NA,Valence,0.03,Valence,0.33,0.49,5,0.16,-0.88
3_328485968,3,21,male,NA,NA,Valence,-0.11,Valence,0.14,0.47,3,0.43,-0.78
3_331448779,3,22,female,NA,NA,Valence,-0.22,Valence,0,0.94,2,0,0
3_337066657,3,35,female,NA,NA,Valence,-0.14,Valence,0.03,0,1,-0.03,NA
3_344033800,3,38,male,NA,NA,Valence,0.14,Valence,0.47,0.56,4,0.08,-1
3_344603030,3,20,male,NA,NA,Valence,0.08,Valence,-0.03,0,1,0.03,NA
3_347479845,3,32,male,NA,NA,Valence,0.61,Valence,-0.14,0.85,5,0,0.18
3_350301937,3,21,female,NA,NA,Valence,0.58,Valence,0.56,0,1,-0.56,NA
3_353533557,3,44,female,NA,NA,Valence,-0.06,Valence,-0.19,0,1,0.19,NA
3_354547274,3,32,female,NA,NA,Valence,0.83,Valence,0.78,0.62,7,-0.42,-1
3_355139417,3,48,female,NA,NA,Valence,0.42,Valence,0.78,0.9,6,-0.3,-0.81
3_360735852,3,30,male,NA,NA,Valence,0.86,Valence,0.83,0.28,5,-0.86,0
3_363470281,3,35,female,NA,NA,Valence,-0.03,Valence,0.25,0.18,4,-0.15,-0.71
3_364261625,3,38,male,NA,NA,Valence,-0.03,Valence,0.22,0.03,2,-0.2,-1
3_368594012,3,38,male,NA,NA,Valence,0.36,Valence,0.33,0.51,4,0.36,-1
3_370651236,3,24,male,NA,NA,Valence,0.56,Valence,0.64,1,7,NA,-0.64
3_373367461,3,32,male,NA,NA,Valence,-0.17,Valence,0.06,0.01,2,-0.03,NA
3_386635382,3,38,male,NA,NA,Valence,0.06,Valence,0.08,0,1,-0.08,NA
3_387783740,3,41,male,NA,NA,Valence,0.53,Valence,0.72,0.33,3,-0.75,-0.67
3_388421664,3,29,male,NA,NA,Valence,-0.14,Valence,-0.14,0.1,3,0.27,NA
3_389217149,3,23,male,NA,NA,Valence,0.03,Valence,0.08,0.32,4,0.26,-0.83
3_392174335,3,32,male,NA,NA,Valence,0.56,Valence,0.69,0.36,5,-0.54,-1
3_395053396,3,20,male,NA,NA,Valence,0.89,Valence,0.81,0.04,5,-0.83,-0.5
3_401033296,3,23,female,NA,NA,Valence,0.67,Valence,0.64,0.96,5,NA,-0.67
3_413147342,3,21,male,NA,NA,Valence,0.03,Valence,-0.19,0,1,0.19,NA
3_424435398,3,22,male,NA,NA,Valence,-0.22,Valence,-0.06,0.1,7,0.09,-0.1
3_426804087,3,44,female,NA,NA,Valence,0.14,Valence,-0.06,0,1,0.06,NA
3_431792373,3,38,male,NA,NA,Valence,0.83,Valence,0.92,0.99,6,NA,-0.91
3_433960753,3,63,female,NA,NA,Valence,0,Valence,0.31,0.79,6,-0.23,-0.33
3_446624219,3,39,male,NA,NA,Valence,0.33,Valence,0.39,0.64,6,0,-0.78
3_463882110,3,20,female,NA,NA,Valence,0.08,Valence,0.39,0.07,2,-0.34,-1
3_464142070,3,25,female,NA,NA,Valence,0.19,Valence,0.53,0.99,6,NA,-0.52
3_469341127,3,25,male,NA,NA,Valence,0.03,Valence,-0.06,0.76,6,0.56,-0.09
3_474334397,3,53,female,NA,NA,Valence,-0.39,Valence,0.06,0.14,3,0.01,-0.33
3_477795391,3,19,female,NA,NA,Valence,0.86,Valence,0.5,0.46,5,-0.25,-0.82
3_487741973,3,30,female,NA,NA,Valence,0.83,Valence,0.72,0.88,6,-0.67,-0.74
3_491513110,3,60,female,NA,NA,Valence,-0.14,Valence,-0.03,0,1,0.03,NA
3_494116681,3,45,female,NA,NA,Valence,-0.08,Valence,0.08,0,1,-0.08,NA
3_498350692,3,38,female,NA,NA,Valence,0.39,Valence,0.44,0.39,4,-0.04,-1
3_512852936,3,25,female,NA,NA,Valence,-0.03,Valence,0.03,0.31,3,0.38,-0.89
3_513345010,3,41,female,NA,NA,Valence,0.03,Valence,0.14,0,1,-0.14,NA
3_515307612,3,51,male,NA,NA,Valence,-0.31,Valence,0.22,0.1,3,-0.13,-1
3_524847251,3,33,female,NA,NA,Valence,0.31,Valence,0.42,0.21,3,-0.09,-1
3_525193025,3,34,female,NA,NA,Valence,0.06,Valence,0.14,0.08,2,-0.06,-1
3_568258466,3,44,female,NA,NA,Valence,0.64,Valence,0.58,0.9,6,-0.2,-0.67
3_589498455,3,29,female,NA,NA,Valence,-0.08,Valence,0.75,0.99,7,NA,-0.77
3_590008967,3,37,female,NA,NA,Valence,0.75,Valence,0.72,0.5,6,-0.89,-0.12
3_600769455,3,23,female,NA,NA,Valence,0.47,Valence,0.78,0.1,2,-0.76,NA
3_601113332,3,48,female,NA,NA,Valence,-0.17,Valence,0.17,0,1,-0.17,NA
3_601178662,3,42,female,NA,NA,Valence,0,Valence,0,0.21,2,0,0
3_603072255,3,38,female,NA,NA,Valence,0.42,Valence,0.72,0.82,5,0.12,-0.9
3_608020386,3,30,female,NA,NA,Valence,0.81,Valence,0.78,0.88,5,-0.86,-0.76
3_608526962,3,29,male,NA,NA,Valence,0.03,Valence,-0.19,0,1,0.19,NA
3_626816346,3,23,female,NA,NA,Valence,-0.06,Valence,0.03,0.06,2,-0.01,0.33
3_627533922,3,39,female,NA,NA,Valence,-0.03,Valence,0.14,0.43,4,0.05,-0.71
3_637784548,3,21,male,NA,NA,Valence,0,Valence,-0.14,0,1,0.14,NA
3_642571861,3,29,male,NA,NA,Valence,-0.17,Valence,0.33,0.28,2,-0.06,-1
3_644857832,3,24,male,NA,NA,Valence,0.33,Valence,0.08,0.22,3,0.21,-1
3_648546876,3,23,female,NA,NA,Valence,0.03,Valence,0.03,0.01,2,-0.04,NA
3_649949448,3,26,female,NA,NA,Valence,0.75,Valence,0.78,0.25,4,-0.67,NA
3_651077529,3,27,male,NA,NA,Valence,-0.06,Valence,-0.14,0.18,2,0.28,-0.57
3_654107985,3,36,male,NA,NA,Valence,0,Valence,-0.08,0,2,0.08,NA
3_662593661,3,47,male,NA,NA,Valence,-0.03,Valence,-0.17,0,1,0.17,NA
3_664958237,3,35,female,NA,NA,Valence,0.58,Valence,0.64,0.9,6,-0.17,-0.69
3_675958720,3,29,male,NA,NA,Valence,0,Valence,0.19,0.36,4,0.32,-1
3_688527417,3,22,female,NA,NA,Valence,0.31,Valence,0.19,0.15,3,-0.08,-0.83
3_688557942,3,39,female,NA,NA,Valence,0.61,Valence,0.36,0.29,3,-0.08,-0.83
3_689198556,3,24,female,NA,NA,Valence,0.75,Valence,0.61,0.74,6,-0.33,-0.72
3_689281609,3,27,male,NA,NA,Valence,0.14,Valence,0.28,0,1,-0.28,NA
3_691114029,3,19,male,NA,NA,Valence,0.5,Valence,0.83,0.97,6,NA,-0.86
3_694193812,3,28,female,NA,NA,Valence,0.58,Valence,0.56,0.64,5,0.11,-0.96
3_698612986,3,48,female,NA,NA,Valence,-0.08,Valence,0.08,0.14,3,0.01,-0.33
3_698994348,3,50,male,NA,NA,Valence,0,Valence,-0.03,0.94,6,0.67,-0
3_704053711,3,26,female,NA,NA,Valence,0.03,Valence,0.33,0.5,4,0.09,-0.77
3_708502976,3,43,male,NA,NA,Valence,0.58,Valence,0.75,1,7,NA,-0.75
3_709057711,3,27,female,NA,NA,Valence,-0.03,Valence,-0.14,0.96,4,-1,0.19
3_710030814,3,39,male,NA,NA,Valence,0.17,Valence,0.14,0.15,2,0.01,-1
3_710850498,3,27,female,NA,NA,Valence,0.06,Valence,0.42,0.32,2,-0.28,-0.67
3_725161810,3,30,male,NA,NA,Valence,0.83,Valence,0.14,0.81,5,-0.43,-0.07
3_726957240,3,21,female,NA,NA,Valence,0.39,Valence,0.5,0.49,3,-0.14,-0.89
3_736176140,3,41,male,NA,NA,Valence,0.89,Valence,0.92,1,7,NA,-0.92
3_736272791,3,24,female,NA,NA,Valence,-0.08,Valence,-0.03,0.26,4,0.32,-0.78
3_744186913,3,59,male,NA,NA,Valence,0.25,Valence,-0.22,0,1,0.22,NA
3_745230009,3,29,female,NA,NA,Valence,0.08,Valence,0.28,0.39,3,0.15,-0.83
3_746338923,3,34,other,NA,NA,Valence,0,Valence,0,0,1,0,NA
3_752626183,3,23,male,NA,NA,Valence,-0.19,Valence,0.56,0.4,4,-0.24,-0.85
3_753948021,3,19,male,NA,NA,Valence,0.06,Valence,0.03,0.39,3,0.45,-0.8
3_754556216,3,27,female,NA,NA,Valence,0.03,Valence,0.17,0.32,4,-0.13,-0.24
3_756267867,3,22,male,NA,NA,Valence,0,Valence,0.03,0.51,5,0.07,-0.16
3_765338899,3,47,female,NA,NA,Valence,0.94,Valence,0.92,0.03,2,-0.91,NA
3_773202440,3,42,male,NA,NA,Valence,0.72,Valence,0.86,0.99,6,NA,-0.89
3_778083163,3,29,female,NA,NA,Valence,-0.14,Valence,0.03,0.22,3,0.09,0
3_787311848,3,35,female,NA,NA,Valence,0.58,Valence,0.58,0.61,5,-0.46,-0.59
3_791742299,3,38,female,NA,NA,Valence,0.11,Valence,0.28,0.1,2,-0.19,0
3_795100721,3,19,male,NA,NA,Valence,0.17,Valence,0.42,0.71,5,-0.62,-0.33
3_795481488,3,18,male,NA,NA,Valence,0.03,Valence,-0.11,0.17,3,0.18,-0.44
3_795643111,3,27,male,NA,NA,Valence,0,Valence,0.67,0.82,5,-0.8,-0.63
3_809437455,3,51,female,NA,NA,Valence,0.36,Valence,0.75,0.99,6,NA,-0.77
3_822831156,3,38,male,NA,NA,Valence,0.08,Valence,0.03,0.1,2,0.07,-1
3_824618497,3,64,male,NA,NA,Valence,0.56,Valence,0.78,1,7,NA,-0.78
3_840036172,3,26,male,NA,NA,Valence,0,Valence,0.03,0.81,7,-0.04,0.02
3_841910949,3,37,female,NA,NA,Valence,0.5,Valence,0.56,0.64,5,-0.18,-0.84
3_842029900,3,26,male,NA,NA,Valence,0.89,Valence,0.86,0.1,3,-0.85,-1
3_854556011,3,38,female,NA,NA,Valence,0.78,Valence,0.86,0,2,-0.86,NA
3_859270916,3,22,male,NA,NA,Valence,0.25,Valence,0.47,0.36,4,-0.25,-0.75
3_859570573,3,32,female,NA,NA,Valence,0.28,Valence,0.25,0.03,3,-0.22,NA
3_860183763,3,22,female,NA,NA,Valence,0.83,Valence,0.86,0.94,6,0,-0.88
3_864076786,3,27,female,NA,NA,Valence,0.89,Valence,0.81,0.76,6,-0.27,-0.96
3_866046103,3,47,female,NA,NA,Valence,-0.14,Valence,-0.03,0.12,3,-0.02,0.35
3_866309533,3,30,female,NA,NA,Valence,-0.06,Valence,0.22,0.07,2,-0.17,-1
3_873505925,3,53,male,NA,NA,Valence,0,Valence,-0.08,0.03,2,0.06,1
3_875576921,3,36,female,NA,NA,Valence,0.17,Valence,0.42,0.28,2,-0.19,-1
3_884698043,3,43,female,NA,NA,Valence,0.58,Valence,0.56,1,2,NA,-0.56
3_893359853,3,49,female,NA,NA,Valence,-0.03,Valence,0,0,1,0,NA
3_897769045,3,27,female,NA,NA,Valence,0.72,Valence,0.33,0.32,3,-0.02,-1
3_910044066,3,31,male,NA,NA,Valence,0.06,Valence,0.11,0,2,-0.11,NA
3_912834396,3,50,male,NA,NA,Valence,0.25,Valence,0.25,0.04,2,-0.24,NA
3_924175746,3,46,female,NA,NA,Valence,0.14,Valence,0,0,1,0,NA
3_925284293,3,60,female,NA,NA,Valence,-0.19,Valence,0.39,0.99,4,NA,-0.4
3_932810171,3,31,male,NA,NA,Valence,0,Valence,0.17,0,1,-0.17,NA
3_934611708,3,19,female,NA,NA,Valence,0.72,Valence,0.67,0.18,2,-0.6,-1
3_948175176,3,29,female,NA,NA,Valence,0.53,Valence,0.53,0.26,3,-0.31,-0.6
3_952261778,3,35,female,NA,NA,Valence,0.17,Valence,0.08,0.01,2,-0.06,NA
3_954933050,3,27,female,NA,NA,Valence,-0.17,Valence,-0.03,0.08,2,0.12,-1
3_960339179,3,63,female,NA,NA,Valence,0,Valence,0,0.01,2,0.01,NA
3_963711838,3,40,male,NA,NA,Valence,0,Valence,0.08,0.06,2,-0.06,-0.5
3_979149277,3,59,female,NA,NA,Valence,-0.14,Valence,-0.22,0.03,2,0.27,NA
3_983004851,3,53,male,NA,NA,Valence,0.28,Valence,0.03,0,1,-0.03,NA
3_984361772,3,22,female,NA,NA,Valence,0.67,Valence,-0.03,0.93,6,0.17,0.01
4_4793598,4,26,female,democrat,somewhat democratic,Politics,0.31,Valence,0.06,0.01,2,-0.04,NA
4_14993216,4,21,male,democrat,somewhat democratic,Politics,0.11,Valence,0.11,0.29,4,0.03,-0.12
4_23704276,4,19,female,democrat,very democratic,Politics,0.25,Valence,0.33,0.22,3,-0.02,-1
4_24223154,4,23,female,democrat,very democratic,Politics,0.14,Valence,0.14,0.15,3,-0.01,-0.83
4_35252637,4,26,male,democrat,very democratic,Politics,0,Valence,0,0,3,0,NA
4_36800426,4,53,female,democrat,very democratic,Politics,0.06,Valence,-0.03,0.26,3,0.35,-0.78
